-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,11,12,13,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,5,5,5,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,18,19,19,19,19,20,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,11,12,13,-1,-1,11,12,13,-1,11,12,13,-1,-1
