-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,42,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,40,41,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,50,51,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,40,41,41,41,41,41,41,41,41,41,41,42,-1,-1,-1,40,41,41,41,41,41,41,41,41,41,41,41,42,-1
-1,50,61,61,61,51,61,61,51,51,61,61,52,-1,-1,-1,50,51,51,61,51,51,51,61,51,51,51,61,52,-1
-1,50,51,51,51,61,51,61,61,51,61,51,52,-1,-1,-1,50,51,51,61,61,51,51,61,61,51,51,51,52,-1
-1,50,61,61,61,61,61,51,51,61,51,61,52,-1,-1,-1,50,51,61,51,61,51,61,51,61,51,61,51,52,-1
-1,50,51,51,51,51,51,51,51,51,61,61,52,-1,-1,-1,50,51,61,61,61,61,61,61,61,61,51,51,52,-1
